"ipState","ipState_risk"
"sergipe",-2.27212588550934
"sermersooq",-2.23001440015921
"setubal",-2.2512917986065
"sevilla",-2.26176309847379
"shandong",-2.21920348405499
"shanghai shi",-2.62466859216316
"sheffield",-4.49583352195063
"shiga",-2.29253475714054
"shimane",-2.23001440015921
"shizuoka",-2.09714111877924
"shropshire",-2.24070968927596
"sichuan",-2.17681570570501
"sinaloa",-2.26176309847379
"sindh",-2.07944154167984
"sint eustatius",-2.2082744135228
"sjaelland",-3.03974915897077
"skane lan",-3.17805383034795
"slaskie",-2.33214389523559
"sligo",-2.2512917986065
"sliven",-2.23001440015921
"slough",-3.37354585033165
"smolenskaya oblast'",-2.2082744135228
"sodermanlands lan",-2.24070968927596
"sofala",-2.2082744135228
"sofiya-grad",-2.35137525716348
"sogn og fjordane",-2.30258509299405
"solihull",-2.51769647261099
"solothurn",-2.34180580614733
"somerset",-2.24070968927596
"somme",-2.52572864430826
"sonora",-2.36085400111802
"sor-trondelag",-2.77881927199042
"south-east",-2.24070968927596
"south australia",-3.9740583963476
"south ayrshire",-2.21920348405499
"south carolina",-3.76344814961144
"south dakota",-3.64196253432618
"south lanarkshire",-2.40694510831829
"south tyneside",-2.33214389523559
"southampton",-2.55722731136763
"southend-on-sea",-2.2082744135228
"southern",-2.31253542384721
"splitsko-dalmatinska",-2.23001440015921
"st helens",-2.2082744135228
"staffordshire",-2.51769647261099
"stara zagora",-2.2082744135228
"stavropol'skiy kray",-2.23001440015921
"steiermark",-2.81540871942271
"stirling",-2.26176309847379
"stockholms lan",-4.24849524204936
"stockport",-2.3887627892351
"stockton-on-tees",-2.27212588550934
"stoke-on-trent",-2.50959926237837
"stredocesky kraj",-2.2512917986065
"streymoyar",-2.29253475714054
"sud",-2.3887627892351
"sudurnes",-2.2082744135228
"suffolk",-2.73436750941958
"sumatera utara",-2.17681570570501
"sums'ka oblast'",-2.2082744135228
"sunderland",-2.31253542384721
"surrey",-2.88021938643215
"sverdlovskaya oblast'",-2.43361335540045
"swansea",-2.33214389523559
"swietokrzyskie",-2.2082744135228
"swindon",-2.37954613413017
"syddanmark",-3.21084365317094
"szeged",-2.2082744135228
"t'ai-pei",-3.29953372788566
"t'ai-wan",-3.02042488614436
"tabasco",-2.15948424935337
"tamaulipas",-2.37954613413017
"tameside",-2.33214389523559
"tamil nadu",-2.42480272571829
"tanger - tetouan",-2.2082744135228
"tarabulus",-2.2512917986065
"taranaki",-2.2082744135228
"taranto",-2.23001440015921
"tarn",-2.2512917986065
"tarn-et-garonne",-2.24070968927596
"tartumaa",-2.2512917986065
"tasmania",-2.82137888640921
"tatarstan",-2.29253475714054
"tbilisi",-2.21920348405499
"tel aviv",-2.32238772029023
"telemark",-2.37954613413017
"telford and wrekin",-2.31253542384721
"tennessee",-4.33029464758353
"ternopil's'ka oblast'",-2.2082744135228
"territoire de belfort",-2.23001440015921
"texas",-4.56077313572523
"the vale of glamorgan",-2.23001440015921
"thessalia",-2.2082744135228
"thueringen",-2.61739583283408
"thurgau",-2.21920348405499
"thurrock",-2.34180580614733
"tianjin shi",-2.2512917986065
"ticino",-2.21920348405499
"timis",-2.23001440015921
"tipperary",-2.2082744135228
"tirane",-2.21920348405499
"tirol",-2.50143595173921
"tlaxcala",-2.21920348405499
"tocantins",-2.27212588550934
"tochigi",-2.28238238567653
"tokushima",-2.24070968927596
"tokyo",-1.75785791755237
"tomskaya oblast'",-2.26176309847379
"torbay",-2.2082744135228
"torfaen",-2.2512917986065
"torino",-2.55722731136763
"tottori",-2.23001440015921
"toyama",-2.4423470353692
"trabzon",-2.23001440015921
"trafford",-2.47653840011748
"trento",-2.24070968927596
"treviso",-2.2082744135228
"trieste",-2.23001440015921
"trnavsky",-2.21920348405499
"troms",-2.58776403522771
"tul'skaya oblast'",-2.21920348405499
"tulcea",-2.2082744135228
"tungurahua",-2.2082744135228
"tunis",-2.058388132482
"tverskaya oblast'",-2.21920348405499
"tyumenskaya oblast'",-2.26176309847379
"udine",-2.2082744135228
"udmurtiya",-2.2082744135228
"ul'yanovskaya oblast'",-2.2512917986065
"ulaanbaatar",-2.26176309847379
"ulsan gwangyeoksi",-2.23001440015921
"unknown",-3.34550847580157
"uppsala lan",-2.28238238567653
"uri",-2.2082744135228
"ustecky kraj",-2.2082744135228
"utah",-4.29273994384712
"utrecht",-2.71469474382088
"uttar pradesh",-2.21920348405499
"uusimaa",-3.91020316871116
"vaduz",-2.2512917986065
"val-d'oise",-2.94968833505258
"val-de-marne",-2.68784749378469
"valais",-2.34180580614733
"valencia",-2.53369681395743
"valladolid",-2.21920348405499
"valle del cauca",-2.26176309847379
"valparaiso",-2.43361335540045
"var",-2.60268968544438
"varazdinska",-2.21920348405499
"varese",-2.23001440015921
"varmlands lan",-2.33214389523559
"varna",-2.2082744135228
"varsinais-suomi",-2.67414864942653
"vaslui",-2.2082744135228
"vasterbottens lan",-2.61739583283408
"vasternorrlands lan",-2.4423470353692
"vastmanlands lan",-2.39789527279837
"vastra gotalands lan",-3.23867845216438
"vaucluse",-2.31253542384721
"vaud",-3.56104608260405
"vendee",-2.24070968927596
"venezia",-2.3887627892351
"ventspils pilseta",-2.2082744135228
"veracruz-llave",-2.40694510831829
"vermont",-2.97552956623647
"verona",-2.27212588550934
"vest-agder",-2.40694510831829
"vestfold",-2.36085400111802
"vesturland",-2.10191439753189
"veszprem county",-2.2082744135228
"viangchan city",-2.23001440015921
"vicenza",-2.2082744135228
"victoria",-4.5978098315818
"vienne",-2.79728133483015
"viljandimaa",-2.2082744135228
"vilniaus apskritis",-2.32238772029023
"vinh phuc",-2.2082744135228
"virginia",-4.06725127156657
"vlaams-brabant",-2.50959926237837
"vladimirskaya oblast'",-2.21920348405499
"volgogradskaya oblast'",-2.24070968927596
"vologodskaya oblast'",-2.23001440015921
"vorarlberg",-2.32238772029023
"voronezhskaya oblast'",-2.26176309847379
"vosges",-2.2082744135228
"vysocina",-2.23001440015921
"waikato",-2.24070968927596
"wakayama",-2.02595285672885
"wakefield",-2.32238772029023
"walsall",-2.37024374146786
"warminsko-mazurskie",-2.21920348405499
"warrington",-2.3887627892351
"warwickshire",-2.42480272571829
"washington",-5.10542585840435
"waterford",-2.39789527279837
"wellington",-2.58776403522771
"west-vlaanderen",-2.27212588550934
"west bengal",-2.03688192726104
"west berkshire",-2.50143595173921
"west dunbartonshire",-2.2512917986065
"west lothian",-2.36085400111802
"west sussex",-2.4423470353692
"west virginia",-3.59216203461213
"western australia",-4.40793801645838
"western cape",-2.80839817493649
"westmeath",-2.3887627892351
"wicklow",-2.23001440015921
"wielkopolskie",-2.41591377830105
"wien",-3.52368314684545
"wigan",-2.30258509299405
"wiltshire",-2.4423470353692
"windsor and maidenhead",-2.30258509299405
"wirral",-2.37954613413017
"wisconsin",-4.39444915467244
"wokingham",-2.21920348405499
"wolverhampton",-2.46809953147162
"worcestershire",-2.33214389523559
"wrexham",-2.33214389523559
"wyoming",-3.08190996979504
"yamagata",-2.24070968927596
"yamaguchi",-2.24070968927596
"yamalo-nenetskiy avtonomnyy ok",-2.26176309847379
"yamanashi",-2.27212588550934
"yangon",-2.21920348405499
"yaroslavskaya oblast'",-2.27212588550934
"yerevan",-2.2512917986065
"yerushalayim",-2.23001440015921
"yogyakarta",-2.21920348405499
"yonne",-2.24070968927596
"york",-2.43361335540045
"yucatan",-2.29253475714054
"yukon",-2.41591377830105
"yunnan",-2.2082744135228
"yvelines",-2.73790316425189
"zachodniopomorskie",-2.26176309847379
"zanzibar urban/west",-2.21920348405499
"zaragoza",-2.2082744135228
"zeeland",-2.28238238567653
"zhejiang",-2.35137525716348
"zlinsky kraj",-2.33214389523559
"zuerich",-4.53903038348355
"zug",-2.39789527279837
"zuid-holland",-3.54577861047326
"zulia",-2.2082744135228
"zurich",-2.77881927199042
