"transactionIPaddress","transactionIPaddress_risk"
74.75,-2.52572864430826
74.76,-2.484906649788
74.77,-2.63188884013665
74.78,-2.54944517092557
74.79,-2.43361335540045
74.8,-2.45958884180371
74.81,-2.29253475714054
74.82,-2.28238238567653
74.83,-2.61006979274201
74.84,-2.38122822031316
74.85,-2.30258509299405
74.86,-2.2082744135228
74.87,-2.47653840011748
74.88,-2.71469474382088
74.89,-2.75366071235426
74.9,-2.22642373202848
74.91,-2.2082744135228
74.92,-2.55722731136763
74.93,-2.71469474382088
74.94,-2.61739583283408
74.95,-2.53657866033232
74.96,-2.74727091425549
74.97,-2.37024374146786
74.98,-2.47653840011748
74.99,-2.37954613413017
75,-2.30258509299405
75.1,-2.85437815524826
75.101,-2.23683371543127
75.102,-2.43361335540045
75.103,-2.37278935166729
75.104,-2.30258509299405
75.105,-2.33214389523559
75.106,-2.41591377830105
75.107,-2.36085400111802
75.108,-2.70805020110221
75.109,-2.8094026953625
75.11,-2.51475961293768
75.111,-2.71409251555817
75.112,-2.30258509299405
75.114,-3.05870707271538
75.115,-2.30258509299405
75.117,-2.45958884180371
75.118,-2.49994452715254
75.119,-2.30258509299405
75.12,-2.4619171315633
75.121,-2.54160199346455
75.127,-2.45100509811232
75.128,-2.66722820658196
75.129,-2.54944517092557
75.13,-2.49245385542338
75.131,-2.51769647261099
75.132,-2.52572864430826
75.133,-2.32060359849672
75.134,-2.7408400239252
75.135,-2.57261223020711
75.136,-2.18864083364483
75.137,-2.34703685556488
75.138,-2.49994452715254
75.139,-2.46385324059017
75.14,-2.52935841235883
75.141,-2.55722731136763
75.142,-2.65324196460722
75.143,-2.40694510831829
75.144,-2.57261223020711
75.145,-2.67414864942653
75.146,-2.70136121295141
75.147,-2.54160199346455
75.148,-2.68102152871429
75.149,-2.484906649788
75.15,-2.51645500752293
75.151,-2.4619171315633
75.152,-2.35137525716348
75.154,-2.31253542384721
75.155,-2.3887627892351
75.156,-2.41591377830105
75.157,-2.3887627892351
75.158,-2.55722731136763
75.159,-2.45958884180371
75.16,-2.45100509811232
75.161,-2.4423470353692
75.162,-2.42480272571829
75.163,-2.53369681395743
75.164,-2.42480272571829
75.165,-2.39789527279837
75.166,-2.42238629280667
75.167,-2.484906649788
75.168,-2.30258509299405
75.169,-2.46809953147162
75.17,-2.68784749378469
75.171,-2.70136121295141
75.172,-2.60268968544438
75.173,-2.39789527279837
75.174,-2.4423470353692
75.175,-2.41591377830105
75.176,-2.39789527279837
75.177,-2.32949254591397
75.178,-2.34180580614733
75.179,-2.36085400111802
75.18,-2.64617479738412
75.181,-2.50959926237837
75.182,-2.42480272571829
75.183,-2.50959926237837
75.184,-2.3887627892351
75.185,-2.54160199346455
75.186,-2.43361335540045
75.187,-2.62466859216316
75.189,-2.40694510831829
75.19,-2.56494935746154
75.191,-2.4932054526027
75.192,-2.26176309847379
75.193,-2.21920348405499
75.194,-2.24070968927596
75.196,-2.2082744135228
75.197,-2.26176309847379
75.198,-2.21920348405499
75.199,-2.24070968927596
75.2,-2.29253475714054
75.201,-2.21920348405499
75.202,-2.21920348405499
75.204,-2.23001440015921
75.205,-2.2082744135228
75.208,-2.21920348405499
75.209,-2.23001440015921
75.21,-2.12026353620009
75.211,-2.30258509299405
75.212,-2.21920348405499
75.213,-2.23001440015921
75.214,-2.24070968927596
75.215,-2.21920348405499
75.216,-2.2082744135228
75.218,-2.2082744135228
75.219,-2.2082744135228
75.22,-2.47653840011748
75.221,-2.2082744135228
75.222,-2.23001440015921
75.223,-2.2082744135228
75.224,-2.2512917986065
75.225,-2.2082744135228
75.226,-2.24070968927596
75.227,-2.21920348405499
75.228,-2.23001440015921
75.229,-2.21920348405499
75.23,-2.42480272571829
75.231,-2.21920348405499
75.233,-2.23001440015921
75.235,-2.21920348405499
75.236,-1.96765013569172
75.238,-2.2082744135228
75.24,-2.35137525716348
75.241,-2.2082744135228
75.242,-2.2082744135228
75.243,-1.96765013569172
75.244,-2.21920348405499
75.246,-2.2082744135228
75.247,-2.21920348405499
75.249,-2.23001440015921
75.25,-2.37024374146786
75.251,-2.21920348405499
75.252,-2.24070968927596
75.253,-2.2082744135228
75.254,-2.28238238567653
75.255,-2.24070968927596
75.26,-2.27212588550934
75.27,-2.41591377830105
75.28,-2.27212588550934
75.3,-2.36085400111802
75.31,-2.31253542384721
75.32,-2.32060359849672
75.33,-2.30258509299405
75.34,-2.33214389523559
75.35,-2.35137525716348
75.36,-2.43361335540045
75.37,-2.3887627892351
75.38,-2.40694510831829
75.39,-2.50143595173921
75.4,-2.37024374146786
75.41,-2.24070968927596
75.42,-2.27212588550934
75.43,-2.30258509299405
75.44,-2.37024374146786
75.45,-2.31253542384721
75.46,-2.32238772029023
75.47,-2.32238772029023
75.48,-2.28238238567653
75.49,-2.36085400111802
75.5,-2.37954613413017
75.51,-2.30258509299405
75.52,-2.23001440015921
75.53,-2.52572864430826
75.54,-2.23683371543127
75.55,-2.23001440015921
75.56,-2.26176309847379
75.57,-2.41591377830105
75.58,-2.27212588550934
75.59,-2.23001440015921
75.6,-2.4423470353692
75.61,-2.26176309847379
75.62,-2.29253475714054
75.63,-2.33214389523559
75.64,-2.63905732961526
75.65,-2.49182709263257
75.66,-2.66025953726586
75.67,-2.51230562397611
75.68,-2.62598524804791
75.69,-2.71469474382088
75.7,-2.77881927199042
75.71,-2.65196073445117
75.72,-2.77258872223978
75.73,-2.76000994003292
75.74,-2.59649771519646
75.75,-2.484906649788
75.76,-2.45100509811232
75.77,-2.35137525716348
75.79,-2.2512917986065
75.8,-2.52572864430826
75.81,-2.51769647261099
75.82,-2.62466859216316
75.83,-2.77258872223978
75.84,-2.79728133483015
75.85,-2.59525470695687
75.86,-2.45100509811232
75.87,-2.50959926237837
75.88,-2.45100509811232
75.89,-2.484906649788
75.9,-2.7320034421247
75.91,-2.484906649788
75.92,-2.18864083364483
75.93,-2.35137525716348
75.94,-2.35137525716348
75.95,-2.52572864430826
75.97,-2.36230432769567
75.98,-2.26176309847379
75.99,-2.43361335540045
76,-2.51769647261099
76.1,-3.08648663682246
76.101,-2.54944517092557
76.102,-2.75684036527164
76.103,-2.88480071284671
76.104,-2.58399755243223
76.105,-2.83907846350861
76.106,-2.66722820658196
76.107,-2.64617479738412
76.108,-2.66722820658196
76.109,-2.67414864942653
76.11,-2.81540871942271
76.111,-2.41293315016291
76.112,-2.63905732961526
76.113,-2.65324196460722
76.114,-2.73436750941958
76.115,-2.66025953726586
76.116,-2.5508646175798
76.117,-2.54160199346455
76.118,-2.64617479738412
76.119,-2.70805020110221
76.12,-2.7408400239252
76.121,-2.84490938381941
76.122,-2.6646997602286
76.123,-2.55722731136763
76.124,-2.61006979274201
76.125,-2.66722820658196
76.126,-2.77258872223978
76.127,-2.72129542785223
76.14,-2.58571134890997
76.15,-2.35137525716348
76.16,-2.5788384696222
76.164,-2.32727770558442
76.165,-2.24070968927596
76.166,-2.54160199346455
76.167,-2.4254832293172
76.168,-2.82137888640921
76.169,-2.66025953726586
76.17,-2.92998089599121
76.171,-2.70136121295141
76.172,-2.484906649788
76.173,-2.45893116338474
76.174,-2.72785282839839
76.175,-2.74727091425549
76.176,-2.484906649788
76.177,-2.68784749378469
76.178,-2.62466859216316
76.179,-2.46809953147162
76.18,-2.80611141427842
76.181,-2.59931700096574
76.182,-2.49869997192034
76.183,-2.74727091425549
76.184,-2.61739583283408
76.185,-2.50959926237837
76.186,-2.55722731136763
76.187,-2.58571134890997
76.188,-2.69462718077007
76.189,-2.65324196460722
76.19,-2.81540871942271
76.191,-2.30258509299405
76.192,-2.26176309847379
76.193,-2.2512917986065
76.194,-2.16905370036952
76.195,-2.27212588550934
76.196,-2.28238238567653
76.197,-2.21920348405499
76.198,-2.37954613413017
76.199,-2.33214389523559
76.2,-3.01553490085017
76.201,-2.33214389523559
76.202,-2.34703685556488
76.203,-2.36085400111802
76.204,-2.35137525716348
76.205,-2.33214389523559
76.206,-2.36085400111802
76.208,-2.33214389523559
76.209,-2.2512917986065
76.21,-2.62708113856854
76.211,-2.29253475714054
76.212,-2.45100509811232
76.213,-2.23001440015921
76.214,-2.27212588550934
76.215,-2.30258509299405
76.216,-2.54944517092557
76.217,-2.56494935746154
76.218,-2.55722731136763
76.219,-2.26868354131836
76.22,-2.89037175789616
76.221,-2.37954613413017
76.222,-2.33214389523559
76.223,-2.31253542384721
76.224,-2.36085400111802
76.225,-2.28238238567653
76.226,-2.46809953147162
76.227,-2.32238772029023
76.228,-2.35137525716348
76.229,-2.27212588550934
76.23,-2.80336038090653
76.231,-2.36085400111802
76.232,-2.42480272571829
76.233,-2.43361335540045
76.234,-2.30258509299405
76.235,-2.484906649788
76.236,-2.40694510831829
76.237,-2.16645291866947
76.238,-2.32238772029023
76.239,-2.28238238567653
76.24,-2.72606870660489
76.241,-2.35137525716348
76.242,-2.29253475714054
76.243,-2.2512917986065
76.244,-2.23683371543127
76.245,-2.30258509299405
76.246,-2.33214389523559
76.247,-2.31253542384721
76.248,-2.35137525716348
76.249,-2.21920348405499
76.25,-2.74620196706659
76.251,-2.37954613413017
76.252,-2.31253542384721
76.253,-2.37954613413017
76.254,-2.37954613413017
76.255,-2.56494935746154
76.26,-2.70136121295141
76.27,-2.71469474382088
76.28,-2.63188884013665
76.29,-2.45893116338474
76.3,-2.8466966943935
76.31,-2.78949053304238
76.4,-2.44629181366022
76.5,-2.45958884180371
76.6,-2.4932054526027
76.64,-2.246495626343
76.65,-2.42480272571829
76.66,-2.24070968927596
76.67,-2.246495626343
76.68,-2.12026353620009
76.69,-2.36085400111802
76.7,-2.60268968544438
76.71,-2.26176309847379
76.72,-2.36085400111802
76.73,-2.37024374146786
76.74,-2.23001440015921
76.75,-2.33214389523559
76.76,-2.37024374146786
76.77,-2.31253542384721
76.78,-2.53369681395743
76.79,-2.59525470695687
76.8,-2.42480272571829
76.84,-2.55722731136763
76.85,-2.31253542384721
76.87,-2.41428908257405
76.88,-2.68784749378469
76.89,-2.7408400239252
76.9,-2.86789890204411
76.91,-2.80336038090653
76.92,-2.50959926237837
76.93,-2.58021682959233
76.94,-2.78501124223834
76.95,-2.82137888640921
76.97,-2.71469474382088
76.98,-2.60268968544438
76.99,-2.41178438495904
77,-2.26176309847379
77.1,-2.4423470353692
77.101,-2.42480272571829
77.102,-2.37954613413017
77.103,-2.20644123244114
77.105,-2.21920348405499
77.106,-2.29253475714054
77.107,-2.31253542384721
77.108,-2.21920348405499
77.109,-2.24070968927596
77.11,-2.29253475714054
77.115,-2.2082744135228
77.116,-2.24070968927596
77.117,-2.27212588550934
77.119,-2.2082744135228
77.12,-2.30258509299405
77.125,-2.29253475714054
77.126,-2.24070968927596
77.127,-2.21920348405499
77.13,-2.21920348405499
77.16,-2.23001440015921
77.161,-2.2082744135228
77.162,-2.30258509299405
77.163,-2.27212588550934
77.164,-2.2512917986065
77.165,-2.23001440015921
77.166,-2.26176309847379
77.167,-2.28238238567653
77.168,-2.2512917986065
77.169,-2.2512917986065
77.17,-2.15598161880217
77.171,-2.2512917986065
77.172,-2.058388132482
77.173,-2.21920348405499
77.175,-2.23001440015921
77.176,-2.26176309847379
77.177,-2.24070968927596
77.178,-2.2082744135228
77.179,-2.2512917986065
77.18,-2.21920348405499
77.181,-2.30258509299405
77.182,-2.23001440015921
77.183,-2.2512917986065
77.184,-2.24070968927596
77.185,-2.30258509299405
77.186,-2.21920348405499
77.187,-2.24070968927596
77.188,-2.24070968927596
77.189,-2.23001440015921
77.19,-2.24070968927596
77.191,-2.26176309847379
77.192,-2.23001440015921
77.193,-2.28238238567653
77.194,-2.21920348405499
77.195,-2.24070968927596
77.196,-2.27212588550934
77.197,-2.2082744135228
77.198,-2.23001440015921
77.199,-2.23001440015921
77.2,-2.40694510831829
77.201,-2.2512917986065
77.202,-2.24070968927596
77.203,-2.2512917986065
77.204,-2.28238238567653
77.205,-2.26176309847379
77.206,-2.2512917986065
77.207,-2.2082744135228
77.208,-2.21920348405499
77.21,-2.27212588550934
77.211,-2.21920348405499
77.212,-2.24070968927596
77.213,-2.32238772029023
77.215,-2.29253475714054
77.22,-2.28238238567653
77.221,-2.2512917986065
77.222,-2.28238238567653
77.223,-2.23001440015921
77.224,-2.28238238567653
77.225,-2.24070968927596
77.226,-2.2512917986065
77.227,-2.2082744135228
77.228,-2.24070968927596
77.229,-2.2512917986065
77.23,-2.31253542384721
77.231,-2.26176309847379
77.232,-2.2512917986065
77.233,-2.2512917986065
77.234,-2.29253475714054
77.235,-2.2082744135228
77.238,-2.21920348405499
77.239,-2.27212588550934
77.24,-2.27212588550934
77.241,-2.23001440015921
77.242,-2.26176309847379
77.243,-2.29253475714054
77.244,-2.2082744135228
77.245,-2.24070968927596
77.246,-2.21920348405499
77.247,-2.2082744135228
77.248,-2.27212588550934
77.249,-2.36085400111802
77.25,-2.30258509299405
77.251,-2.27212588550934
77.252,-2.2512917986065
77.253,-2.21920348405499
77.255,-2.2082744135228
77.27,-2.24070968927596
77.28,-2.2082744135228
77.3,-2.36085400111802
77.31,-2.2512917986065
77.34,-2.21920348405499
77.35,-2.2082744135228
77.37,-2.24070968927596
77.4,-2.37954613413017
77.41,-2.2082744135228
77.42,-2.21920348405499
77.43,-2.21920348405499
77.44,-2.2082744135228
77.45,-2.2082744135228
77.47,-2.21920348405499
77.48,-2.2082744135228
77.49,-2.21920348405499
77.5,-2.27212588550934
77.51,-2.23001440015921
77.53,-2.2512917986065
77.54,-2.24070968927596
77.56,-2.39789527279837
77.57,-2.31253542384721
77.58,-2.35137525716348
77.59,-2.30258509299405
77.6,-2.2512917986065
77.64,-2.26176309847379
77.65,-2.23001440015921
77.66,-2.21920348405499
77.68,-2.31253542384721
77.69,-2.24070968927596
77.7,-2.21920348405499
77.71,-2.2082744135228
77.72,-2.2082744135228
77.73,-2.21920348405499
77.74,-2.2082744135228
77.75,-2.30258509299405
77.76,-2.2082744135228
77.77,-2.2082744135228
77.78,-2.24070968927596
77.79,-2.23001440015921
77.8,-2.24070968927596
77.84,-2.23001440015921
77.85,-2.2082744135228
77.86,-2.28238238567653
77.87,-2.21920348405499
77.88,-2.28238238567653
77.89,-2.26176309847379
77.9,-2.2512917986065
77.91,-2.21920348405499
77.92,-2.2082744135228
77.94,-2.21920348405499
77.95,-2.24070968927596
77.96,-2.36085400111802
77.97,-2.43361335540045
77.98,-2.45100509811232
77.99,-2.42480272571829
78,-2.21920348405499
78.1,-2.30258509299405
78.101,-2.34180580614733
78.102,-2.23001440015921
78.105,-2.4932054526027
78.106,-2.21920348405499
78.108,-2.21920348405499
78.109,-2.21920348405499
78.11,-2.21920348405499
78.111,-2.30258509299405
78.112,-2.2512917986065
78.113,-2.2512917986065
78.114,-2.28238238567653
78.115,-2.2512917986065
78.116,-2.21920348405499
78.118,-2.23001440015921
78.119,-2.21920348405499
78.12,-2.27212588550934
78.121,-2.27212588550934
78.122,-2.28238238567653
78.123,-2.24070968927596
78.124,-2.27212588550934
78.125,-2.23001440015921
78.126,-2.26176309847379
78.127,-2.35137525716348
78.129,-2.30258509299405
78.13,-2.26176309847379
78.131,-2.2082744135228
78.133,-2.24070968927596
78.134,-2.2512917986065
78.137,-2.21920348405499
78.14,-2.21920348405499
78.141,-2.23001440015921
78.142,-2.21920348405499
78.143,-2.26176309847379
78.144,-2.29253475714054
78.145,-2.31163492851396
78.146,-2.3887627892351
78.147,-2.32949254591397
78.148,-2.37954613413017
78.149,-2.4423470353692
78.15,-2.43361335540045
78.151,-2.28238238567653
78.152,-2.23001440015921
78.154,-2.31253542384721
78.155,-2.2512917986065
78.156,-2.30258509299405
78.157,-2.23001440015921
78.159,-2.2082744135228
78.16,-2.2082744135228
78.161,-2.2082744135228
78.162,-2.23001440015921
78.163,-2.2082744135228
78.164,-2.2082744135228
78.166,-2.2082744135228
78.167,-2.21920348405499
78.17,-2.2082744135228
78.171,-2.21920348405499
78.172,-2.21920348405499
78.173,-2.21920348405499
78.174,-2.21920348405499
78.177,-2.24070968927596
78.178,-2.24070968927596
78.179,-2.21920348405499
78.18,-2.33214389523559
78.181,-2.2082744135228
78.182,-2.21920348405499
78.183,-2.24070968927596
78.184,-2.2082744135228
78.186,-2.23001440015921
78.187,-2.27212588550934
78.188,-2.21920348405499
78.189,-2.21920348405499
78.19,-2.28238238567653
78.191,-2.23001440015921
78.192,-2.30258509299405
78.193,-2.23001440015921
78.198,-2.21920348405499
78.199,-2.2082744135228
78.2,-2.29345260943077
78.201,-2.2082744135228
78.202,-2.2082744135228
78.203,-2.26176309847379
78.205,-2.21920348405499
78.206,-2.23001440015921
78.207,-2.21920348405499
78.208,-2.21920348405499
78.209,-2.24070968927596
78.21,-2.37024374146786
78.212,-2.2082744135228
78.214,-2.21920348405499
78.215,-2.21920348405499
78.216,-2.2082744135228
78.217,-2.23001440015921
78.218,-2.2082744135228
78.219,-2.24070968927596
78.22,-2.43361335540045
78.221,-2.21920348405499
78.222,-2.23001440015921
78.223,-2.24070968927596
78.224,-2.24070968927596
78.225,-2.26176309847379
78.226,-2.21920348405499
78.227,-2.30258509299405
78.228,-2.28238238567653
78.229,-2.32238772029023
78.23,-2.36085400111802
78.231,-2.2512917986065
78.232,-2.26176309847379
78.233,-2.29253475714054
78.234,-2.27212588550934
78.235,-2.21920348405499
78.236,-2.24070968927596
78.237,-2.2512917986065
78.238,-2.2082744135228
78.239,-2.23001440015921
78.24,-2.21920348405499
78.241,-2.26176309847379
78.242,-2.24070968927596
78.243,-2.27212588550934
78.244,-2.24070968927596
78.245,-2.28238238567653
78.246,-2.24070968927596
78.247,-2.27212588550934
78.248,-2.29253475714054
78.249,-2.26176309847379
78.25,-2.45958884180371
78.251,-2.30258509299405
78.26,-2.2082744135228
78.27,-2.23001440015921
78.29,-2.15598161880217
78.3,-2.23001440015921
78.31,-2.2082744135228
78.32,-2.27212588550934
78.33,-2.26176309847379
78.34,-2.28238238567653
78.35,-2.33214389523559
78.36,-2.2082744135228
78.37,-2.21920348405499
78.4,-2.28238238567653
78.41,-2.21920348405499
78.42,-2.33214389523559
78.43,-2.30258509299405
78.45,-2.23001440015921
78.48,-2.28238238567653
78.49,-2.23001440015921
78.5,-2.26176309847379
78.51,-2.26176309847379
78.52,-2.29253475714054
78.53,-2.30258509299405
78.54,-2.32238772029023
78.55,-2.28238238567653
78.57,-2.2082744135228
78.6,-2.23001440015921
78.61,-2.2082744135228
78.69,-2.39789527279837
78.7,-2.39789527279837
78.71,-2.2082744135228
78.72,-2.34180580614733
78.73,-2.34180580614733
78.75,-2.2082744135228
78.78,-2.26176309847379
78.8,-2.26176309847379
78.82,-2.24070968927596
78.84,-2.21920348405499
78.85,-2.2082744135228
78.86,-2.30258509299405
78.88,-2.21920348405499
78.91,-2.2512917986065
78.93,-2.21920348405499
78.94,-2.2512917986065
78.96,-2.21920348405499
78.97,-2.2082744135228
78.98,-2.24070968927596
78.99,-2.2082744135228
79,-2.27212588550934
79.1,-2.29253475714054
79.102,-2.36085400111802
79.103,-2.23001440015921
79.104,-2.21920348405499
79.105,-2.2082744135228
79.106,-2.2082744135228
79.107,-2.2082744135228
79.108,-2.21920348405499
79.109,-2.23001440015921
79.11,-2.24070968927596
79.111,-2.2082744135228
79.12,-2.21920348405499
79.121,-2.23001440015921
79.123,-2.2082744135228
79.124,-2.2082744135228
79.129,-2.2082744135228
79.13,-2.21920348405499
79.131,-2.21920348405499
79.132,-2.21920348405499
79.133,-2.21920348405499
79.134,-2.27212588550934
79.135,-2.24070968927596
79.136,-2.29253475714054
79.138,-2.31253542384721
79.139,-2.23001440015921
79.14,-2.21920348405499
79.141,-2.16645291866947
79.142,-2.28238238567653
79.143,-2.2082744135228
79.144,-2.36085400111802
79.145,-2.23001440015921
79.146,-2.23001440015921
79.147,-2.27212588550934
79.148,-2.2512917986065
79.15,-2.27212588550934
79.151,-2.26176309847379
79.152,-2.27212588550934
79.153,-2.23001440015921
79.154,-2.27212588550934
79.155,-2.28238238567653
79.156,-2.2512917986065
79.157,-2.28238238567653
79.158,-2.23001440015921
79.159,-2.24070968927596
79.16,-2.60268968544438
79.161,-2.52572864430826
79.164,-2.23001440015921
79.165,-2.27212588550934
79.167,-2.23001440015921
79.168,-2.31253542384721
79.169,-2.28238238567653
79.17,-2.32238772029023
79.171,-2.2082744135228
79.172,-2.21920348405499
79.173,-2.23001440015921
79.175,-2.21920348405499
79.176,-2.26176309847379
79.177,-2.28238238567653
79.179,-2.27212588550934
79.18,-2.33214389523559
79.181,-2.26176309847379
79.182,-2.27212588550934
79.183,-2.27212588550934
79.184,-2.2082744135228
79.185,-2.2082744135228
79.186,-2.2082744135228
79.189,-2.2082744135228
79.19,-2.24070968927596
79.192,-2.27212588550934
79.193,-2.29253475714054
79.194,-2.30258509299405
79.195,-2.24070968927596
79.196,-2.24070968927596
79.197,-2.31253542384721
79.198,-2.24070968927596
79.199,-2.24070968927596
79.2,-2.36085400111802
79.201,-2.28238238567653
79.202,-2.29253475714054
79.203,-2.2512917986065
79.205,-2.26176309847379
79.206,-2.26176309847379
79.207,-2.2512917986065
79.208,-2.31253542384721
79.209,-2.26176309847379
79.21,-2.27212588550934
79.211,-2.2082744135228
79.212,-2.24070968927596
79.214,-2.27212588550934
79.215,-2.2512917986065
79.216,-2.2512917986065
79.217,-2.21920348405499
79.218,-2.2512917986065
79.219,-2.21920348405499
79.22,-2.36085400111802
79.221,-2.23001440015921
79.222,-2.26176309847379
79.223,-2.21920348405499
79.224,-2.28238238567653
79.225,-2.2512917986065
79.226,-2.21920348405499
79.227,-2.24070968927596
79.228,-2.31253542384721
79.229,-2.24070968927596
79.23,-2.28238238567653
79.231,-2.23001440015921
79.232,-2.24070968927596
79.233,-2.23001440015921
79.234,-2.31253542384721
79.235,-2.24070968927596
79.236,-2.21920348405499
79.237,-2.2512917986065
79.238,-2.26176309847379
79.239,-2.24070968927596
79.24,-2.31253542384721
79.241,-2.29253475714054
79.242,-2.27212588550934
79.243,-2.24070968927596
79.245,-2.27212588550934
79.246,-2.26176309847379
79.247,-2.29253475714054
79.248,-2.28238238567653
79.249,-2.26176309847379
79.25,-2.28238238567653
79.251,-2.26176309847379
79.253,-2.26176309847379
79.254,-2.23001440015921
79.255,-2.24070968927596
79.26,-2.24070968927596
79.27,-2.21920348405499
79.28,-2.2512917986065
79.3,-2.2512917986065
79.31,-2.28238238567653
79.32,-2.26176309847379
79.33,-2.21920348405499
79.35,-2.2082744135228
79.36,-2.2082744135228
79.37,-2.23001440015921
79.38,-2.2082744135228
79.39,-2.21920348405499
79.4,-2.28238238567653
79.41,-2.24070968927596
79.42,-2.21920348405499
79.43,-2.24070968927596
79.44,-2.2082744135228
79.45,-2.24070968927596
79.46,-2.24070968927596
79.47,-2.2082744135228
79.48,-2.2082744135228
79.49,-2.13470422035489
79.5,-2.27212588550934
79.51,-2.2512917986065
79.52,-2.21920348405499
79.53,-2.21920348405499
79.54,-2.2082744135228
79.55,-2.2082744135228
79.56,-2.23001440015921
79.59,-2.21920348405499
79.6,-2.2512917986065
79.66,-2.24070968927596
79.67,-2.27212588550934
79.68,-2.21920348405499
79.69,-2.24070968927596
79.7,-2.26176309847379
79.71,-2.21920348405499
79.75,-2.2082744135228
79.76,-2.2082744135228
79.77,-2.2512917986065
79.78,-2.2082744135228
79.79,-2.28238238567653
79.8,-2.21920348405499
79.81,-2.24070968927596
79.82,-2.23001440015921
79.83,-2.21920348405499
79.84,-2.24070968927596
79.85,-2.2512917986065
79.86,-2.28238238567653
79.87,-2.2512917986065
79.88,-2.24070968927596
79.89,-2.28238238567653
79.9,-2.23001440015921
79.91,-2.2082744135228
79.92,-2.2082744135228
79.93,-2.2082744135228
79.94,-2.23001440015921
79.95,-2.24070968927596
79.97,-2.50143595173921
79.98,-2.28238238567653
79.99,-2.21920348405499
80,-2.16645291866947
80.1,-2.37024374146786
80.101,-2.34180580614733
80.102,-2.23001440015921
80.103,-2.2512917986065
80.108,-2.28238238567653
80.109,-2.35137525716348
80.11,-2.45958884180371
80.111,-2.37024374146786
80.112,-2.24070968927596
80.113,-2.21920348405499
80.114,-2.2082744135228
80.116,-2.24070968927596
80.117,-2.2082744135228
80.118,-2.2082744135228
80.119,-2.24070968927596
80.12,-2.42480272571829
80.121,-2.30258509299405
80.122,-2.30258509299405
80.123,-2.33214389523559
80.126,-2.2082744135228
80.128,-2.26176309847379
80.129,-2.10191439753189
80.13,-2.3887627892351
80.131,-2.26176309847379
80.132,-2.24070968927596
80.133,-2.27212588550934
80.134,-2.21920348405499
80.135,-2.23001440015921
80.136,-2.34180580614733
80.137,-2.24070968927596
80.138,-2.24070968927596
80.139,-2.2512917986065
80.14,-2.39789527279837
80.141,-2.27212588550934
80.142,-2.23001440015921
80.143,-2.24070968927596
80.144,-2.2512917986065
80.145,-2.24070968927596
80.146,-2.21920348405499
80.148,-2.2082744135228
80.149,-2.24070968927596
80.15,-2.34180580614733
80.152,-2.32238772029023
80.153,-2.31253542384721
80.154,-2.2082744135228
80.156,-2.2082744135228
80.157,-2.21920348405499
80.16,-2.23001440015921
80.161,-2.32238772029023
80.162,-2.35137525716348
80.163,-2.26176309847379
80.164,-2.2512917986065
80.166,-2.26176309847379
80.167,-2.45100509811232
80.168,-2.26176309847379
80.169,-2.30258509299405
80.171,-2.32238772029023
80.174,-2.28238238567653
80.175,-2.2512917986065
80.176,-2.2512917986065
80.177,-2.31253542384721
80.178,-2.21920348405499
80.179,-2.23001440015921
80.18,-2.24070968927596
80.181,-2.21920348405499
80.182,-2.21920348405499
80.183,-2.2082744135228
80.184,-2.30258509299405
80.185,-2.24070968927596
80.187,-2.4932054526027
80.188,-2.2082744135228
80.189,-2.27212588550934
80.19,-2.2082744135228
80.192,-2.35137525716348
80.193,-2.30258509299405
80.194,-2.28238238567653
80.195,-2.37024374146786
80.196,-2.2512917986065
80.197,-2.30258509299405
80.198,-2.30258509299405
80.199,-2.21920348405499
80.2,-2.41591377830105
80.201,-2.32238772029023
80.202,-2.54160199346455
80.203,-2.484906649788
80.209,-2.2082744135228
80.21,-2.2082744135228
80.212,-2.38959646998368
80.213,-2.47653840011748
80.215,-2.30258509299405
80.216,-2.27212588550934
80.217,-2.31253542384721
80.218,-2.37024374146786
80.219,-2.36085400111802
80.22,-2.30258509299405
80.221,-2.31253542384721
80.222,-2.33214389523559
80.223,-2.34180580614733
80.224,-2.21920348405499
80.226,-2.14539950947163
80.227,-2.2512917986065
80.228,-2.2082744135228
80.229,-2.45958884180371
80.23,-2.24070968927596
80.231,-2.24070968927596
80.232,-2.27212588550934
80.234,-2.2082744135228
80.235,-2.31253542384721
80.236,-2.21920348405499
80.237,-2.23001440015921
80.238,-2.28238238567653
80.239,-2.23001440015921
80.24,-2.2082744135228
80.241,-2.2082744135228
80.242,-2.2082744135228
80.243,-2.24070968927596
80.244,-2.2082744135228
80.245,-2.21920348405499
80.247,-2.23001440015921
80.248,-2.21920348405499
80.249,-2.21920348405499
80.25,-2.28238238567653
80.251,-2.26176309847379
80.252,-2.21920348405499
80.254,-2.72129542785223
80.255,-2.2082744135228
80.26,-2.27212588550934
80.28,-2.82137888640921
80.29,-2.24070968927596
80.3,-2.40694510831829
80.31,-2.2512917986065
80.32,-2.21920348405499
80.33,-2.2512917986065
80.34,-2.24070968927596
80.35,-2.2082744135228
80.36,-2.2082744135228
80.37,-2.21920348405499
80.38,-2.24070968927596
80.39,-2.2512917986065
80.4,-2.28238238567653
80.41,-2.28238238567653
80.42,-2.28423595432585
80.43,-2.34180580614733
80.44,-2.21920348405499
80.45,-2.2512917986065
80.46,-2.2512917986065
80.47,-2.34180580614733
80.5,-2.35137525716348
80.55,-2.2082744135228
80.56,-2.2512917986065
80.57,-2.32238772029023
80.58,-2.2082744135228
80.59,-2.2082744135228
