"accountPostalCode","accountPostalCode_risk"
"90627",-2.2082744135228
"9063",-2.2082744135228
"90630",-2.3887627892351
"90631",-2.39789527279837
"90631-2005",-2.2082744135228
"90632",-2.2082744135228
"90638",-2.37024374146786
"90638-3916",-2.2082744135228
"90638-4444",-2.2082744135228
"90639",-2.2082744135228
"9064",-2.21920348405499
"90640",-2.33214389523559
"90640-002",-2.2082744135228
"90640-4210",-2.2082744135228
"90642",-2.2082744135228
"9065",-2.2082744135228
"90650",-2.3887627892351
"90652",-2.2082744135228
"90653",-2.2082744135228
"90660",-2.32238772029023
"9067",-2.21920348405499
"90670",-2.26176309847379
"90670-120",-2.2082744135228
"90672",-2.2082744135228
"9068",-2.2082744135228
"90680",-2.24070968927596
"90680-060",-2.2082744135228
"90690-425",-2.2082744135228
"907",-2.26176309847379
"907 40",-2.2082744135228
"907 88",-2.2082744135228
"9070",-2.21920348405499
"90701",-2.23001440015921
"90701-2740",-2.2082744135228
"90703",-2.42238629280667
"90704",-2.2082744135228
"90706",-2.34180580614733
"90707",-2.2082744135228
"90710",-2.27212588550934
"90710-5421",-2.2082744135228
"90712",-2.37954613413017
"90713",-2.36085400111802
"90715",-2.26176309847379
"90715-1039",-2.2082744135228
"90716",-2.2082744135228
"90717",-2.24070968927596
"90720",-2.39789527279837
"90723",-2.32238772029023
"90729",-2.21920348405499
"90731",-2.3887627892351
"90732",-2.29253475714054
"90732-4336",-2.2082744135228
"90734",-2.21920348405499
"90735",-2.2082744135228
"90740",-2.36085400111802
"90742",-2.2082744135228
"90744",-2.26176309847379
"90745",-2.34180580614733
"90746",-2.06002345582273
"90746-1219",-2.2082744135228
"90747",-2.2082744135228
"9075",-2.2082744135228
"90755",-2.26176309847379
"90762",-2.21920348405499
"90765",-2.21920348405499
"90766",-2.2082744135228
"90768",-2.21920348405499
"9078 WD",-2.2082744135228
"908",-2.24070968927596
"908 85",-2.2082744135228
"9080",-2.27212588550934
"90800",-2.2082744135228
"90802",-2.36427866199939
"90803",-2.4423470353692
"90804",-2.40694510831829
"90805",-2.36427866199939
"90806",-2.33214389523559
"90807",-2.43361335540045
"90808",-2.45100509811232
"90808-2432",-2.21920348405499
"90809-2001",-2.2082744135228
"9080931",-2.2082744135228
"9081",-2.2082744135228
"90810",-2.30258509299405
"90813",-2.29253475714054
"90814",-2.28238238567653
"90815",-2.41591377830105
"90820-000",-2.2082744135228
"90830",-2.2082744135228
"90836",-2.2082744135228
"90848",-2.21920348405499
"9085",-2.21920348405499
"90850-010",-2.2082744135228
"90850-110",-2.2082744135228
"90880-480",-2.2082744135228
"90885",-2.2082744135228
"909",-2.21920348405499
"9090",-2.2082744135228
"90900",-2.2082744135228
"90901",-2.2082744135228
"9092",-2.21920348405499
"90940",-2.21920348405499
"9096",-2.21920348405499
"90974",-2.2082744135228
"91-487",-2.2082744135228
"91-859",-2.2082744135228
"910-0067",-2.2082744135228
"9100",-2.32238772029023
"91000",-2.2512917986065
"91001",-2.39789527279837
"91002",-2.2082744135228
"91006",-2.45100509811232
"91007",-2.37024374146786
"91008",-2.2082744135228
"91009",-2.2082744135228
"9101",-2.2082744135228
"91010",-2.24070968927596
"91011",-2.36085400111802
"91014",-2.2082744135228
"91016",-2.39789527279837
"9102",-2.21920348405499
"91020",-2.2512917986065
"91021",-2.2082744135228
"91024",-2.23001440015921
"91025",-2.2082744135228
"91028",-2.2082744135228
"91030",-2.46809953147162
"91030-290",-2.2082744135228
"91030-420",-2.2082744135228
"91030-480",-2.2082744135228
"91031",-2.21920348405499
"9104",-2.24070968927596
"91040",-2.27212588550934
"91040-2879",-2.2082744135228
"91042",-2.27212588550934
"91042-3235",-2.2082744135228
"91050-001",-2.2082744135228
"91050-090",-2.2082744135228
"91052",-2.23001440015921
"91054",-2.24070968927596
"91056",-2.24070968927596
"91058",-2.2512917986065
"91060-100",-2.2082744135228
"91066",-2.2082744135228
"91071",-2.2082744135228
"91074",-2.27212588550934
"91080",-2.24070968927596
"91083",-2.2082744135228
"91091",-2.2082744135228
"91093",-2.2082744135228
"911",-2.23001440015921
"911 35",-2.2082744135228
"91100",-2.23001440015921
"91101",-2.35137525716348
"91101-2514",-2.2082744135228
"91102",-2.21920348405499
"91103",-2.27212588550934
"91104",-2.37954613413017
"91105",-2.24070968927596
"91106",-2.32238772029023
"91107",-2.23359222150709
"91108",-2.26176309847379
"9111",-2.2082744135228
"91110-001",-2.2082744135228
"91112",-2.2082744135228
"9112",-2.2512917986065
"91120",-2.23001440015921
"91123",-2.2082744135228
"91125",-2.2082744135228
"91126",-2.2082744135228
"9113",-2.2082744135228
"91130",-2.21920348405499
"91134",-2.2082744135228
"91136",-2.2082744135228
"9114",-2.23001440015921
"91140",-2.21920348405499
"91150",-2.2082744135228
"91154",-2.2082744135228
"91158",-2.21920348405499
"91160",-2.24070968927596
"91170",-2.21920348405499
"91174",-2.2082744135228
"91183",-2.2082744135228
"91190",-2.2512917986065
"91193",-2.2082744135228
"912 91",-2.2082744135228
"9120",-2.29253475714054
"91200",-2.24070968927596
"91201",-2.29253475714054
"91202",-2.27212588550934
"91203",-2.27212588550934
"91204",-2.23001440015921
"91205",-2.26176309847379
"91206",-2.33214389523559
"91207",-2.30258509299405
"91208",-2.28238238567653
"91210",-2.2082744135228
"91214",-2.30258509299405
"9122",-2.2082744135228
"91220",-2.11296423371848
"91225-001",-2.2082744135228
"91225-150",-2.2082744135228
"9123",-2.2512917986065
"91230",-2.2082744135228
"9124",-2.21920348405499
"91240",-2.21920348405499
"91243",-2.2082744135228
"91245",-2.2082744135228
"9125",-2.2082744135228
"91250",-2.2082744135228
"91257",-2.2082744135228
"9126",-2.23001440015921
"91260",-2.2082744135228
"9127",-2.21920348405499
"91270",-2.2082744135228
"9128",-2.2512917986065
"913 33",-2.2082744135228
"9130",-2.2082744135228
"91300",-2.24070968927596
"91301",-2.46809953147162
"91301-1413",-2.2082744135228
"91302",-2.43361335540045
"91303",-2.28238238567653
"91304",-2.33214389523559
"91306",-2.36085400111802
"91307",-2.32238772029023
"91308",-2.2082744135228
"91310",-2.21920348405499
"91311",-2.45958884180371
"91316",-2.35137525716348
"91320",-2.4932054526027
"91320-000",-2.2082744135228
"91321",-2.29253475714054
"91324",-2.32238772029023
"91325",-2.33214389523559
"91326",-2.42480272571829
"91326-4046",-2.2082744135228
"91326-4081",-2.2082744135228
"91330",-2.21920348405499
"91330-000",-2.2082744135228
"91330-140",-2.2082744135228
"91330-290",-2.2082744135228
"91330-520",-2.2082744135228
"91331",-2.37954613413017
"91331-2035",-2.2082744135228
"91335",-2.33830317559612
"91340",-2.29253475714054
"91340-2143",-2.2082744135228
"91340-400",-2.2082744135228
"91342",-2.50959926237837
"91343",-2.32238772029023
"91344",-2.45958884180371
"91345",-2.39789527279837
"91346",-2.2082744135228
"91349",-2.2082744135228
"91350",-2.32238772029023
"91350-3005",-2.2082744135228
"91351",-2.26176309847379
"91352",-2.33214389523559
"91354",-2.43361335540045
"91355",-2.42480272571829
"91355-2029",-2.2082744135228
"91356",-2.33214389523559
"91360",-2.09597084363105
"91361",-2.33830317559612
"91362",-2.3887627892351
"91364",-2.36085400111802
"91365",-2.2082744135228
"91367",-2.55722731136763
"91370",-2.23001440015921
"91370-120",-2.2082744135228
"91376",-2.2082744135228
"91377",-2.29253475714054
"91380",-2.23001440015921
"91380-410",-2.2082744135228
"91381",-2.39789527279837
"91384",-2.32238772029023
"91387",-2.32238772029023
"91387-3671",-2.2082744135228
"9139",-2.21920348405499
"91390",-2.36085400111802
"91396",-2.2082744135228
"914-0821",-2.2082744135228
"914 41",-2.2082744135228
"9140",-2.27212588550934
"91400",-2.24070968927596
"91401",-2.37024374146786
"91402",-2.35137525716348
"91403",-2.37954613413017
"91405",-2.41591377830105
"91406",-2.19722457733622
"91410",-2.2082744135228
"91410-070",-2.2082744135228
"91411",-2.32238772029023
"91413",-2.2082744135228
"9142",-2.2082744135228
"91420-540",-2.2082744135228
"91423",-2.43361335540045
"91423-2628",-2.2082744135228
"9143",-2.2082744135228
"91430",-2.2082744135228
"91436",-2.36085400111802
"9145",-2.2082744135228
"91450",-2.2082744135228
"91460",-2.23001440015921
"91470",-2.2082744135228
"91481",-2.2082744135228
"91490",-2.21920348405499
"91500",-2.21920348405499
"91501",-2.35137525716348
"91502",-2.35137525716348
"91503",-2.2082744135228
"91504",-2.35137525716348
"91505",-2.52572864430826
"91506",-2.34180580614733
"9151",-2.2082744135228
"91510-710",-2.2082744135228
"91521",-2.2082744135228
"91522",-2.21920348405499
"91530",-2.2082744135228
"91530-060",-2.2082744135228
"91540",-2.2082744135228
"91541",-2.21920348405499
"91555",-2.2082744135228
"91560",-2.2082744135228
"91564",-2.2082744135228
"91570",-2.2082744135228
"91580",-2.2082744135228
"91586",-2.2082744135228
"91590",-2.21920348405499
"916-0074",-2.2082744135228
"9160",-2.21920348405499
"91600",-2.2082744135228
"91601",-2.29253475714054
"91602",-2.17853244432407
"9160296",-2.2082744135228
"91603",-2.2082744135228
"91604",-2.40694510831829
"91604-1286",-2.21920348405499
"91605",-2.3887627892351
"91606",-2.19722457733622
"91607",-2.40694510831829
"91608",-2.21920348405499
"9161",-2.2082744135228
"91610",-2.2082744135228
"91615-5215",-2.2082744135228
"91620",-2.2082744135228
"91622",-2.2082744135228
"91630",-2.2082744135228
"91635",-2.2082744135228
"9164 JB",-2.2082744135228
"91650",-2.2082744135228
"9167",-2.21920348405499
"917",-2.26176309847379
"917-0024",-2.2082744135228
"9170",-2.23001440015921
"91700",-2.23001440015921
"91701",-2.37954613413017
"91702",-2.35137525716348
"91706",-2.37024374146786
"91708",-2.26176309847379
"91709",-2.57261223020711
"91710",-2.45958884180371
"91711",-2.40694510831829
"91714",-2.2082744135228
"91720",-2.2082744135228
"91720-170",-2.2082744135228
"91722",-2.32238772029023
"91723",-2.2512917986065
"91724",-2.23001440015921
"9173",-2.23001440015921
"91730",-2.30258509299405
"91731",-2.28238238567653
"91732",-2.35137525716348
"91733",-2.31253542384721
"91737",-2.30258509299405
"91738",-2.2082744135228
"91739",-2.31253542384721
"91740",-2.35137525716348
"91741",-2.33214389523559
"91744",-2.31253542384721
"91745",-2.39789527279837
"91746",-2.28238238567653
"91748",-2.45100509811232
"91750",-2.33214389523559
"91750-4443",-2.2082744135228
"91752",-2.27212588550934
"91754",-2.41591377830105
"91755",-2.37024374146786
"91761",-2.484906649788
"91762",-2.21722524404289
"91763",-2.26176309847379
"91764",-2.25606507735915
"91765",-2.54944517092557
"91765-4403",-2.2082744135228
"91766",-2.39789527279837
"91767",-2.03377150484665
"91768",-2.34180580614733
"91770",-2.47653840011748
"91773",-2.36085400111802
"91773-1335",-2.2082744135228
"91775",-2.27212588550934
"91776",-2.30258509299405
"91776-2920",-2.2082744135228
"9178",-2.2082744135228
"91780",-2.29253475714054
"91784",-2.29253475714054
"91786",-2.33214389523559
"91789",-2.4423470353692
"91789-4106",-2.2082744135228
"91790",-2.32238772029023
"91791",-2.33214389523559
"91792",-2.31253542384721
"918",-2.23001440015921
"918-8215",-2.2082744135228
"9180",-2.23001440015921
"91800",-2.27212588550934
"91801",-2.45958884180371
"91803",-2.33214389523559
"91809",-2.2082744135228
"91810",-2.2082744135228
"91832",-2.2082744135228
"91870",-2.2082744135228
"919",-2.21920348405499
"9190",-2.23001440015921
"91900-560",-2.2082744135228
"91901",-2.32238772029023
"91902",-2.34180580614733
"91910",-2.55722731136763
"91910-280",-2.2082744135228
"91911",-2.36085400111802
"91911-5126",-2.2082744135228
"91913",-2.40694510831829
"91913-1580",-2.2082744135228
"91914",-2.33214389523559
"91915",-2.34180580614733
"91915-1343",-2.2082744135228
"91920-150",-2.2082744135228
"91920-520",-2.2082744135228
"91920-530",-2.2082744135228
"91920-800",-2.2082744135228
"91932",-2.33214389523559
"91934",-2.2082744135228
"91935",-2.2512917986065
"91940",-2.26176309847379
"91941",-2.31253542384721
"91941-5413",-2.2082744135228
"91942",-2.39789527279837
"91944",-2.2082744135228
"91945",-2.31253542384721
"91946",-2.2082744135228
"91950",-2.28238238567653
"91951",-2.2082744135228
"91962",-2.2082744135228
"91977",-2.37024374146786
"91978",-2.2512917986065
"91978-1122",-2.2082744135228
"91980",-2.2082744135228
"920",-2.2512917986065
"920-0047",-2.23001440015921
"920-0265",-2.2082744135228
"920-0804",-2.2082744135228
"920-0844",-2.2082744135228
"920-0854",-2.2082744135228
"9200",-2.31253542384721
"9200-120",-2.2082744135228
"92000",-2.26176309847379
"92000-000",-2.2082744135228
"9200000",-2.2082744135228
"92003",-2.24070968927596
"92004",-2.24070968927596
"92007",-2.31253542384721
"92008",-2.37954613413017
"92009",-2.46809953147162
"9201 DB",-2.2082744135228
"92010",-2.35137525716348
"92011",-2.42480272571829
"92013",-2.2082744135228
"92014",-2.37954613413017
"92019",-2.37024374146786
"92020",-2.37024374146786
"92020-400",-2.2082744135228
"92021",-2.39789527279837
"92022",-2.11296423371848
"92022-1425",-2.2082744135228
"92023",-2.2082744135228
"92024",-2.40612577193489
"92025",-2.34180580614733
"92026",-2.41591377830105
"92027",-2.35137525716348
"92028",-2.41591377830105
"92029",-2.36085400111802
"92030",-2.2082744135228
"92033",-2.2082744135228
"92036",-2.21920348405499
"92037",-2.56494935746154
"92038",-2.24070968927596
"92039",-2.21920348405499
"9204",-2.2082744135228
"92040",-2.3887627892351
"9205 EX",-2.2082744135228
"92052",-2.2082744135228
"92054",-2.37954613413017
"92055",-2.21920348405499
"92056",-2.40612577193489
"92057",-2.24248116892434
"92058",-2.33214389523559
"9206 AJ",-2.2082744135228
"92064",-2.57261223020711
"92065",-2.34180580614733
"92067",-2.21722524404289
"92067-0074",-2.2082744135228
"92069",-2.39789527279837
"92069-1405",-2.2082744135228
"92069-7366",-2.2082744135228
"92069-7371",-2.2082744135228
"92070",-2.2082744135228
"92071",-2.47653840011748
"92072",-2.2082744135228
"92074",-2.21920348405499
"92075",-2.06897024181254
"92078",-2.28423595432585
"92079",-2.2082744135228
"92081",-2.33214389523559
"92082",-2.29253475714054
"92083",-2.31253542384721
"92083-4416",-2.2082744135228
"92084",-2.41591377830105
"92084-3724",-2.2082744135228
"92085",-2.2082744135228
"92088",-2.21920348405499
"92091",-2.2082744135228
"92092",-2.29253475714054
"92092-0100",-2.21920348405499
"92093",-2.23001440015921
"92093-0407",-2.2082744135228
"92093-0826",-2.2082744135228
"921",-2.24070968927596
"921-8151",-2.2082744135228
"921-8177",-2.2082744135228
"921-8834",-2.2082744135228
"9210",-2.2082744135228
"92100",-2.41591377830105
"92101",-2.44629181366022
"92102",-2.29253475714054
"92103",-2.39789527279837
"92104",-2.33214389523559
"92105",-2.46809953147162
"92106",-2.32238772029023
"92107",-2.37024374146786
"92108",-2.37024374146786
"92109",-2.52572864430826
"92110",-2.35137525716348
"92111",-2.43838663415311
"92111-4539",-2.2082744135228
"92113",-2.29253475714054
"92114",-2.40694510831829
"92114-6717",-2.31253542384721
"92115",-2.31911439494526
"92116",-2.39789527279837
"92117",-2.45958884180371
"92117-1359",-2.2082744135228
"92118",-2.36085400111802
"92119",-2.34180580614733
"92119-2438",-2.2082744135228
"92119-3340",-2.2082744135228
"9212",-2.2082744135228
"92120",-2.39789527279837
"92120-2339",-2.2082744135228
"92121",-2.51769647261099
"92122",-2.53657866033232
"92122-5228",-2.2082744135228
"92123",-2.43361335540045
"92124",-2.40694510831829
"92126",-2.484906649788
"92126-2784",-2.2082744135228
"92127",-2.61006979274201
"92127-1163",-2.2082744135228
"92128",-2.46809953147162
"92129",-2.35137525716348
"92130",-2.80336038090653
"92131",-2.41591377830105
"92136",-2.21920348405499
"92137",-2.2082744135228
"92138",-2.2082744135228
"92138-6627",-2.2082744135228
"92139",-2.36085400111802
"92140",-2.24070968927596
"92145",-2.2082744135228
"92145-5855",-2.2082744135228
"92150",-2.30258509299405
"92153",-2.2512917986065
"92154",-2.4423470353692
"9216",-2.2082744135228
"92160",-2.26176309847379
"92160-0308",-2.2082744135228
"92168-0589",-2.2082744135228
"92169",-2.2082744135228
"92170",-2.24070968927596
"92172",-2.21920348405499
"92173",-2.37024374146786
"92173-2722",-2.10191439753189
"92174",-2.21920348405499
"92175",-2.2082744135228
"92182",-2.21920348405499
"92190",-2.2512917986065
"92198",-2.2082744135228
"922",-2.21920348405499
"9220",-2.29253475714054
"92200",-2.35137525716348
"9220094",-2.2082744135228
"92201",-2.21722524404289
"92203",-2.29253475714054
"92210",-2.26176309847379
"92211",-2.35137525716348
"92220",-2.2512917986065
"92222",-2.2082744135228
"92223",-2.30258509299405
"92224",-2.24070968927596
"92225",-2.21920348405499
"92226",-2.2082744135228
"92227",-2.17681570570501
"92230",-2.24070968927596
"92231",-2.30258509299405
"92234",-2.3887627892351
"92235",-2.2082744135228
"92236",-2.24070968927596
"92240",-2.31253542384721
"92243",-2.29253475714054
"92244",-2.2082744135228
"92247",-2.2082744135228
"92248",-2.2082744135228
"92249",-2.2512917986065
"92250",-2.2512917986065
"92250-1267",-2.2082744135228
"92251",-2.02595285672885
"92252",-2.2512917986065
"92253",-2.33214389523559
"92255",-2.2082744135228
"92256",-2.2082744135228
"92260",-2.19722457733622
"92261",-2.2082744135228
"92262",-2.33214389523559
"92263",-2.2082744135228
"92264",-2.34180580614733
"9227",-2.2082744135228
"92270",-2.32238772029023
"92274",-2.24070968927596
"92277",-2.37024374146786
"92278",-2.2512917986065
"92284",-2.28238238567653
"92290",-2.21920348405499
"923",-2.2082744135228
"923 32",-2.2082744135228
"9230",-2.21920348405499
"92300",-2.39789527279837
"92301",-2.2512917986065
"92305",-2.2082744135228
"92307",-2.34180580614733
"92308",-2.30258509299405
"92310",-2.30258509299405
"92310-030",-2.2082744135228
"92311",-2.28238238567653
"92313",-2.23001440015921
"92314",-2.24070968927596
"92315",-2.24070968927596
"92316",-2.23001440015921
"92320",-2.26176309847379
"92321",-2.2082744135228
"92324",-2.39789527279837
"92325",-2.23001440015921
"92325-5659",-2.2082744135228
"92328",-2.2082744135228
"92329",-2.21920348405499
"92330",-2.2512917986065
"92334",-2.2082744135228
"92335",-2.35137525716348
"92336",-2.3887627892351
"92337",-2.35137525716348
"92340",-2.21920348405499
"923402",-2.2082744135228
"92342",-2.2082744135228
"92344",-2.27212588550934
"92345",-2.42480272571829
"92346",-2.33214389523559
"92347",-2.21920348405499
"9235",-2.2082744135228
"92350",-2.21920348405499
"92353",-2.21920348405499
"92354",-2.27212588550934
"92356",-2.21920348405499
"92358",-2.2082744135228
"92359",-2.27212588550934
"92363",-2.21920348405499
"92368",-2.2082744135228
"92370",-2.24070968927596
"92371",-2.2082744135228
"92373",-2.3887627892351
"92374",-2.31253542384721
"92376",-2.34180580614733
"92377",-2.26176309847379
"92377-4579",-2.2082744135228
"92380",-2.24070968927596
"92386",-2.2082744135228
"92392",-2.29253475714054
"92393",-2.2082744135228
"92394",-2.26176309847379
"92395",-2.20727491318972
"92399",-2.31253542384721
"924",-2.21920348405499
"924-0836",-2.2082744135228
"9240",-2.24070968927596
"92400",-2.30258509299405
"92404",-2.30258509299405
"92404-3411",-2.2082744135228
"92405",-2.2512917986065
"92407",-2.34180580614733
"92408",-2.21920348405499
"9241",-2.2082744135228
"92410",-2.30258509299405
"92410-500",-2.2082744135228
"9242",-2.21920348405499
"92420",-2.23001440015921
"92421",-2.2082744135228
"92425-340",-2.2082744135228
"92427",-2.2082744135228
"9243",-2.21920348405499
"92431",-2.2082744135228
"9244",-2.2082744135228
"92442",-2.21920348405499
"92445",-2.2082744135228
"92449",-2.2082744135228
"9246",-2.2082744135228
"925",-2.2082744135228
"925 23",-2.2082744135228
"9250",-2.24070968927596
"92500",-2.31253542384721
"9250000",-2.2082744135228
"92501",-2.26176309847379
"92503",-2.37954613413017
"92503-5522",-2.2082744135228
"92504",-2.34180580614733
"92505",-2.29253475714054
"92505-3528",-2.2082744135228
"92506",-2.42480272571829
"92507",-2.42480272571829
"92508",-2.4423470353692
"92509",-2.36085400111802
"92518",-2.2082744135228
"92521",-2.23001440015921
"9252978",-2.2082744135228
"92530",-2.28238238567653
"92532",-2.26176309847379
"92536",-2.21920348405499
"92539",-2.21920348405499
"92543",-2.27212588550934
"92544",-2.34180580614733
"92545",-2.28238238567653
"92549",-2.21920348405499
"9255",-2.2082744135228
"92551",-2.23001440015921
"92553",-2.32238772029023
"92555",-2.3887627892351
"92557",-2.45100509811232
"92562",-2.4423470353692
"92563",-2.3887627892351
"92564",-2.2082744135228
"92567",-2.21920348405499
"92570",-2.26176309847379
"92571",-2.24070968927596
"92571-4738",-2.10191439753189
"92582",-2.24070968927596
"92583",-2.2082744135228
"92583-5318",-2.2082744135228
"92584",-2.31253542384721
"92584-8933",-2.2082744135228
"92585",-2.2512917986065
"92586",-2.24070968927596
"92587",-2.26176309847379
"92589",-2.2082744135228
"92590",-2.29253475714054
"92591",-2.35137525716348
"92592",-2.53369681395743
"92593",-2.21920348405499
"92595",-1.93565364888812
"92596",-2.34180580614733
"926",-2.36085400111802
"9260",-2.23001440015921
"92600",-2.27212588550934
"92602",-2.32238772029023
"92603",-2.36085400111802
"92604",-2.35137525716348
"92605",-2.2082744135228
"92606",-2.4423470353692
"92607",-2.2082744135228
"92610",-2.34180580614733
"92612",-2.50143595173921
"92614",-2.50143595173921
"92614-5422",-2.2082744135228
"92615",-2.2082744135228
"92616",-2.2082744135228
"92617",-2.40694510831829
"92617-5129",-2.2082744135228
"92618",-2.52572864430826
"92619",-2.21920348405499
"92620",-2.54160199346455
"92623",-2.2082744135228
"92624",-2.24070968927596
"92625",-2.27212588550934
"92625-1016",-2.2082744135228
"92626",-2.2512917986065
"92627",-2.42480272571829
"92629",-2.42480272571829
"92630",-2.62466859216316
"92637",-2.26176309847379
"92646",-2.47653840011748
"92647",-2.46809953147162
"92648",-2.37954613413017
"92648-5307",-2.21920348405499
"92649",-2.37024374146786
"92651",-2.37954613413017
"92652",-2.2082744135228
"92653",-2.28423595432585
"92653-4473",-2.2082744135228
"92655",-2.2512917986065
"92656",-2.52935841235883
"92657",-2.31253542384721
"92658",-2.2082744135228
"92659",-2.2082744135228
"92660",-2.62466859216316
"92661",-2.21920348405499
"92662",-2.21920348405499
"92663",-2.41591377830105
"92672",-2.37024374146786
"92673",-2.22462355152433
"92673-7008",-2.2082744135228
"92674",-2.2082744135228
"92675",-2.35137525716348
"92675-2736",-2.2082744135228
"92677",-2.59525470695687
"92679",-2.42480272571829
"92683",-2.53369681395743
"92687",-2.2082744135228
"92688",-2.46809953147162
"92688-1328",-2.2082744135228
"92688-3211",-2.2082744135228
"92688-3811",-2.2082744135228
"92691",-2.40612577193489
"92691-1608",-2.2082744135228
"92692",-2.45100509811232
"92693",-2.2082744135228
"92694",-2.40694510831829
"92697",-2.21920348405499
"92697-5100",-2.2082744135228
"92697-5500",-2.21920348405499
"927",-2.30258509299405
"9270",-2.24070968927596
"92700",-2.28238238567653
"92701",-2.31253542384721
"92703",-2.33214389523559
"92704",-2.41591377830105
"92705",-2.4423470353692
"92706",-2.30258509299405
"92707",-2.30258509299405
"92708",-2.50143595173921
"9273",-2.2082744135228
"92780",-2.2512917986065
"92781",-2.21920348405499
"92782",-2.43361335540045
"928",-2.2082744135228
"9280",-2.27212588550934
"92800",-2.27212588550934
"92801",-2.36085400111802
"92802",-2.30258509299405
"92802-1804",-2.2082744135228
"92804",-2.43361335540045
"92804-6437",-2.23001440015921
"92805",-2.3887627892351
"92805-2158",-2.2082744135228
"92806",-2.39789527279837
"92807",-2.4423470353692
"92807-2230",-2.2082744135228
"92808",-2.05017115937972
"9281037",-2.2082744135228
"92811",-2.2082744135228
"92821",-2.41591377830105
"92823",-2.24070968927596
"92831",-2.43361335540045
"92832",-2.28238238567653
"92833",-2.0697796307681
"92834",-2.2082744135228
"92835",-2.50959926237837
"92835-1010",-2.2082744135228
"92840",-2.43361335540045
"92841",-2.34180580614733
"92843",-2.07944154167984
"92844",-2.27212588550934
"92845",-2.24070968927596
"92860",-2.30258509299405
"92861",-2.2512917986065
"92865",-2.36085400111802
"92866",-2.26176309847379
"92866-3375",-2.2082744135228
"92867",-2.35137525716348
"92868",-2.23001440015921
"92869",-2.39789527279837
"92870",-2.40694510831829
"92870-4140",-2.2082744135228
"92877",-2.2082744135228
"92879",-2.34180580614733
"92880",-2.46809953147162
"92880-3527",-2.2082744135228
"92881",-2.29253475714054
"92882",-2.45100509811232
"92883",-2.31253542384721
"92886",-2.50959926237837
"92886-1876",-2.2082744135228
"92887",-2.36085400111802
"929",-2.23001440015921
"929-0334",-2.2082744135228
"929-1192",-2.2082744135228
"9290 AA",-2.2082744135228
"9291371",-2.2082744135228
"9293",-2.2082744135228
"92974",-2.2082744135228
"930",-2.21920348405499
"930-0846",-2.2082744135228
"930-0901",-2.2082744135228
"930-0955",-2.2082744135228
"9300",-2.36085400111802
"93000",-2.21920348405499
"93001",-2.39789527279837
"93003",-2.46809953147162
"93004",-2.30258509299405
"93005",-2.21920348405499
"93006",-2.2082744135228
"9301",-2.21920348405499
"93010",-2.4423470353692
"93010-010",-2.2082744135228
"93010-090",-2.21920348405499
"93011",-2.2082744135228
"93012",-2.41591377830105
"93013",-2.27212588550934
"93015",-2.21920348405499
"9302",-2.21920348405499
"93020-2359",-2.2082744135228
"93021",-2.36085400111802
"93022",-2.2082744135228
"93022-000",-2.2082744135228
"93023",-2.32238772029023
"93024",-2.2082744135228
"930283",-2.2082744135228
"9303",-2.2082744135228
"93030",-2.35137525716348
"93033",-2.32238772029023
"93035",-2.33214389523559
"93035-070",-2.2082744135228
"93036",-2.37024374146786
"93041",-2.26176309847379
"93047",-2.24070968927596
"93049",-2.23001440015921
"9305",-2.21920348405499
"93051",-2.23001440015921
"93053",-2.23001440015921
"93055",-2.21920348405499
"93059",-2.21920348405499
"93060",-2.03688192726104
"93061",-2.2082744135228
"93063",-2.42480272571829
"93063-3333",-2.2082744135228
"93065",-2.58021682959233
"93065-1424",-2.2082744135228
"93066",-2.21920348405499
"93073",-2.21920348405499
"93077",-2.21920348405499
"93080",-2.2082744135228
"93083",-2.23001440015921
"93087",-2.2082744135228
"93095",-2.2082744135228
"931",-2.2082744135228
"931 51",-2.21920348405499
"931 53",-2.2082744135228
"9310",-2.2512917986065
"93100",-2.34180580614733
"93101",-2.50143595173921
"93103",-2.29253475714054
"93105",-2.29253475714054
"93106",-2.23001440015921
"93108",-2.28238238567653
"93109",-2.2512917986065
"93109-1283",-2.2082744135228
"9311",-2.2082744135228
"93110",-2.29253475714054
"93111",-2.34180580614733
"93117",-2.39789527279837
"93118",-2.2082744135228
"9312",-2.2082744135228
"93120",-2.2082744135228
"93125-340",-2.2082744135228
"93127",-2.2082744135228
"93130",-2.23001440015921
"93132",-2.2082744135228
"93138",-2.21920348405499
"93140",-2.21920348405499
"93144",-2.2082744135228
"9315",-2.2082744135228
"93150",-2.21920348405499
"93152",-2.21920348405499
"93160",-2.27212588550934
"93170",-2.12389330425067
"93190",-2.23001440015921
"93192",-2.2082744135228
"93198",-2.2082744135228
"932",-2.02595285672885
"932-0042",-2.2082744135228
"932 36",-2.2082744135228
"9320",-2.26176309847379
"93200",-2.058388132482
"93203",-2.2082744135228
"93204",-2.2082744135228
"9321",-2.21920348405499
"93210",-2.21920348405499
"93212",-2.23001440015921
"93215",-2.28238238567653
"93219",-2.23001440015921
"9322",-2.2082744135228
"93220",-2.24070968927596
"93221",-2.26176309847379
"93223",-2.23001440015921
"93225",-2.21920348405499
"93230",-2.45100509811232
"93232",-2.2082744135228
"93235",-2.2082744135228
"93238",-2.21920348405499
"93239",-2.21920348405499
"93240",-2.23001440015921
"93241",-2.21920348405499
"93242",-2.2082744135228
"93245",-2.27212588550934
"93245-0365",-2.2082744135228
"93245-3979",-2.2082744135228
